规范番号,原始番号,系列,候选来源,标题,发行日期,文章日期,表格位置,AsiaMonstr详情页地址,官方证据地址,历史记录位置,访问结果,核查时间,分类,判断理由,建议处理
TBB-26,TBB-26,TBB,asiamonstr; official,"TBB-26 Heroine Suppression Vol.26, Imokawa Naoko",2007-01-13,"January 9, 2014",,https://www.asiamonstr.com/giga/tbb-26-heroine-suppression-vol-26-imokawa-naoko.html,https://www.giga-web.jp/product/index.php?product_id=1073,,confirmed,2026-09-12T17:52:16+08:00,确认漏收录,当前官方记录明确存在且线上目录未收录,可补录
TBB-27,TBB-27,TBB,asiamonstr; official,TBB-27 Heroine Suppression Vol.27,2007-02-13,"February 28, 2013",,https://www.asiamonstr.com/giga/tbb-27-heroine-suppression-vol-27.html,https://www.giga-web.jp/product/index.php?product_id=1072,,confirmed,2026-09-12T17:52:16+08:00,确认漏收录,当前官方记录明确存在且线上目录未收录,可补录
TBB-28,TBB-28,TBB,asiamonstr,TBB-28 Heroine Suppression Vol.28,,"January 9, 2014",,https://www.asiamonstr.com/giga/tbb-28-heroine-suppression-vol-28.html,https://www.giga-web.jp/db_titles/tbb/tbb28/pac_s.jpg,,not_found_in_complete_directory; official_asset_head_200,2026-09-12T21:45:32+08:00,确认官方下架,完整官网目录扫描未收录；官网域名下对应历史封面仍返回图像，确认该作品曾有官方记录且现已从目录移除（未发现下架公告或原因）,有依据标下架
TBB-29,TBB-29,TBB,asiamonstr,"TBB-29 Heroine Suppression Vol.29, Mochida Akane",,"January 10, 2014",,https://www.asiamonstr.com/giga/tbb-29-heroine-suppression-vol-29-mochida-akane.html,https://www.giga-web.jp/db_titles/tbb/tbb29/pac_s.jpg,,not_found_in_complete_directory; official_asset_head_200,2026-09-12T21:45:32+08:00,确认官方下架,完整官网目录扫描未收录；官网域名下对应历史封面仍返回图像，确认该作品曾有官方记录且现已从目录移除（未发现下架公告或原因）,有依据标下架
TBB-3,TBB-3,TBB,official,ヒロイン討伐Vol.03,2005-03-20,,,,https://www.giga-web.jp/product/index.php?product_id=1102,,confirmed,2026-09-12T17:52:16+08:00,确认漏收录,当前官方记录明确存在且线上目录未收录,可补录
TBB-30,TBB-30,TBB,asiamonstr; official,TBB-30 Heroine Suppression,2007-06-08,"February 1, 2013",,https://www.asiamonstr.com/giga/tbb-30-heroine-suppression-rina-himekawa.html,https://www.giga-web.jp/product/index.php?product_id=1069,,confirmed,2026-09-12T17:52:16+08:00,确认漏收录,当前官方记录明确存在且线上目录未收录,可补录
TBB-31,TBB-31,TBB,asiamonstr; official,TBB-31 Heroine Suppression Vol.31,2007-08-10,"February 2, 2014",,https://www.asiamonstr.com/giga/tbb-31-heroine-suppression-vol-31-sayama-kotomi.html,https://www.giga-web.jp/product/index.php?product_id=1068,,confirmed,2026-09-12T17:52:16+08:00,确认漏收录,当前官方记录明确存在且线上目录未收录,可补录
TBB-32,TBB-32,TBB,asiamonstr; official,"TBB-32 Heroine Suppression Vol.32, Ousawa Mahiru, Arakawa Maimi",2007-10-12,"February 2, 2014",,https://www.asiamonstr.com/giga/tbb-32-heroine-suppression-vol-32-ousawa-mahiru-arakawa-maimi.html,https://www.giga-web.jp/product/index.php?product_id=1067,,confirmed,2026-09-12T17:52:16+08:00,确认漏收录,当前官方记录明确存在且线上目录未收录,可补录
TBB-4,TBB-4,TBB,official,ヒロイン討伐Vol.04,2005-04-13,,,,https://www.giga-web.jp/product/index.php?product_id=1101,,confirmed,2026-09-12T17:52:16+08:00,确认漏收录,当前官方记录明确存在且线上目录未收录,可补录
TBB-45,TBB-45,TBB,asiamonstr; gap,TBB-45 Super heroine,,"April 5, 2013",,https://www.asiamonstr.com/giga/tbb-45-super-heroine-rino-kamiya.html,,,not_found_in_complete_directory,2026-09-12T17:52:16+08:00,历史条目，状态待核实,外部或历史来源明确记载，但当前官方状态未获确认,仍需核实
TBB-5,TBB-5,TBB,official,ヒロイン討伐Vol.05,2005-05-13,,,,https://www.giga-web.jp/product/index.php?product_id=1100,,confirmed,2026-09-12T17:52:16+08:00,确认漏收录,当前官方记录明确存在且线上目录未收录,可补录
TBB-6,TBB-6,TBB,official,ヒロイン討伐Vol.06,2005-06-14,,,,https://www.giga-web.jp/product/index.php?product_id=1099,,confirmed,2026-09-12T17:52:16+08:00,确认漏收录,当前官方记录明确存在且线上目录未收录,可补录
TBB-7,TBB-7,TBB,official,ヒロイン討伐Vol.07,2005-07-11,,,,https://www.giga-web.jp/product/index.php?product_id=1098,,confirmed,2026-09-12T17:52:16+08:00,确认漏收录,当前官方记录明确存在且线上目录未收录,可补录
TBB-71,TBB-71,TBB,asiamonstr; gap,TBB-71 Heroine Subjugation Vol.71,,"May 8, 2015",,https://www.asiamonstr.com/giga/tbb-71-heroine-subjugation-vol-71-mai-tamaki-emiri-takayama.html,https://www.giga-web.jp/db_titles/tbb/tbb71/pac_s.jpg,,not_found_in_complete_directory; official_asset_head_200,2026-09-12T21:45:34+08:00,确认官方下架,完整官网目录扫描未收录；官网域名下对应历史封面仍返回图像，确认该作品曾有官方记录且现已从目录移除（未发现下架公告或原因）,有依据标下架
TBB-74,TBB-74,TBB,asiamonstr; gap,TBB-74 Heroine Suppression Vol.74,,"March 10, 2016",,https://www.asiamonstr.com/giga/tbb-74-heroine-suppression-vol-74-iroha-seino-tomoka.html,https://www.giga-web.jp/db_titles/tbb/tbb74/pac_s.jpg,,not_found_in_complete_directory; official_asset_head_200,2026-09-12T21:45:34+08:00,确认官方下架,完整官网目录扫描未收录；官网域名下对应历史封面仍返回图像，确认该作品曾有官方记录且现已从目录移除（未发现下架公告或原因）,有依据标下架
TBB-75,TBB-75,TBB,asiamonstr; gap,TBB-75 Heroine Suppression Vol.75,,"June 18, 2016",,https://www.asiamonstr.com/giga/tbb-75-heroine-suppression-vol-75-miku-aoyama-mirei-yokoyama.html,https://www.giga-web.jp/db_titles/tbb/tbb75/pac_s.jpg,,not_found_in_complete_directory; official_asset_head_200,2026-09-12T21:45:34+08:00,确认官方下架,完整官网目录扫描未收录；官网域名下对应历史封面仍返回图像，确认该作品曾有官方记录且现已从目录移除（未发现下架公告或原因）,有依据标下架
TBB-8,TBB-8,TBB,official,ヒロイン討伐Vol.08,2005-08-24,,,,https://www.giga-web.jp/product/index.php?product_id=1097,,confirmed,2026-09-12T17:52:16+08:00,确认漏收录,当前官方记录明确存在且线上目录未收录,可补录
TBB-87,TBB-87,TBB,asiamonstr; gap,TBB-87 Heroine Suppression Vol.87 New Star Unit Ryuseijer -Ryusei Pink Erina Ichihashi,,"May 11, 2019",,https://www.asiamonstr.com/giga/tbb-87-heroine-suppression-vol-87-new-star-unit-ryuseijer-ryusei-pink-erina-ichihashi.html,https://www.giga-web.jp/db_titles/tbb/tbb87/pac_s.jpg,,not_found_in_complete_directory; official_asset_head_200,2026-09-12T21:45:35+08:00,确认官方下架,完整官网目录扫描未收录；官网域名下对应历史封面仍返回图像，确认该作品曾有官方记录且现已从目录移除（未发现下架公告或原因）,有依据标下架
TBB-88,TBB-88,TBB,asiamonstr; gap,TBB-88 Heroine Suppression Vol.88 -Bird Force Bird Swan,,"July 14, 2019",,https://www.asiamonstr.com/giga/tbb-88-heroine-suppression-vol-88-bird-force-bird-swan-hana-misora-rina-sato.html,https://www.giga-web.jp/db_titles/tbb/tbb88/pac_s.jpg,,not_found_in_complete_directory; official_asset_head_200,2026-09-12T21:45:35+08:00,确认官方下架,完整官网目录扫描未收录；官网域名下对应历史封面仍返回图像，确认该作品曾有官方记录且现已从目录移除（未发现下架公告或原因）,有依据标下架
TBB-9,TBB-9,TBB,official,ヒロイン討伐Vol.09,2005-08-30,,,,https://www.giga-web.jp/product/index.php?product_id=1096,,confirmed,2026-09-12T17:52:16+08:00,确认漏收录,当前官方记录明确存在且线上目录未收录,可补录
TBB-93,TBB-93,TBB,asiamonstr; gap,TBB-93 Heroine Suppression Vol.93 Mach Ranger -Cooking Suppression,,"July 14, 2020",,https://www.asiamonstr.com/giga/tbb-93-heroine-suppression-vol-93-mach-ranger-cooking-suppression-noa-kawanishi.html,https://www.giga-web.jp/db_titles/tbb/tbb93/pac_s.jpg,,not_found_in_complete_directory; official_asset_head_200,2026-09-12T21:45:35+08:00,确认官方下架,完整官网目录扫描未收录；官网域名下对应历史封面仍返回图像，确认该作品曾有官方记录且现已从目录移除（未发现下架公告或原因）,有依据标下架
TBB-97,TBB-97,TBB,asiamonstr; gap; history,TBB-97 Heroine Suppression Vol.97 -Legenmirror Episode 24 Eliminate Blue Fenril-,2021-06-11,"May 21, 2021",,https://www.asiamonstr.com/giga/tbb-97-heroine-suppression-vol-97-legenmirror-episode-24-eliminate-blue-fenril.html,https://www.giga-web.jp/db_titles/tbb/tbb97/pac_s.jpg,0f1fe95ab25224f11cfd8fe304a3ed14a4fdd3ec:public/data/catalog.json; 8104579b6cc7411748b1685868af22e5b8d0dd77:public/data/catalog.json; b2f7a3e714bd49d9fa8c262d4460ce09c5286ec0:public/data/catalog.json; b8c1609c6eab57a96d6486d18175d4ee1c52d257:public/data/catalog.json; fb07a3ad9a69a3a57c96eab4405e1d5f45c507ed:public/data/catalog.json,not_found_in_complete_directory; official_asset_head_200,2026-09-12T21:45:36+08:00,确认官方下架,完整官网目录扫描未收录；官网域名下对应历史封面仍返回图像，确认该作品曾有官方记录且现已从目录移除（未发现下架公告或原因）,有依据标下架
TBW-1,TBW-01; TBW-1,TBW,asiamonstr; official,"TBW-01 Heroine Brainwash 01, Miyuu Honoka, Satomi Nakayama",2007-04-13,"July 14, 2013",,https://www.asiamonstr.com/giga/tbw-01-heroine-brainwash-01-miyuu-honoka-satomi-nakayama.html,https://www.giga-web.jp/product/index.php?product_id=1047,,confirmed,2026-09-12T17:52:16+08:00,确认漏收录,当前官方记录明确存在且线上目录未收录,可补录
TBW-2,TBW-02; TBW-2,TBW,asiamonstr; official,"TBW-02 Heroine Brainwash 02, Eri Sakuragi",2007-05-25,"February 3, 2014",,https://www.asiamonstr.com/giga/tbw-02-heroine-brainwash-02-eri-sakuragi.html,https://www.giga-web.jp/product/index.php?product_id=1046,,confirmed,2026-09-12T17:52:16+08:00,确认漏收录,当前官方记录明确存在且线上目录未收录,可补录
TBW-30,TBW-30,TBW,asiamonstr; gap,"TBW-30 Heroine Brainwash Vol.30 -Silfina, Sneaky Trap!",,"April 26, 2024",,https://www.asiamonstr.com/giga/tbw-30-heroine-brainwash-vol-30-silfina-sneaky-trap.html,,,not_found_in_complete_directory,2026-09-12T17:52:16+08:00,历史条目，状态待核实,外部或历史来源明确记载，但当前官方状态未获确认,仍需核实
TBXX-14,TBXX-14,TBXX,asiamonstr; gap,"TBXX-14 Heroine Wars – One Year War of the Naked Teacher, Ai Ishihara",,"August 9, 2014",,https://www.asiamonstr.com/giga/tbxx-14-heroine-wars-one-year-war-of-the-naked-teacher-ai-ishihara.html,https://www.giga-web.jp/db_titles/tbxx/tbxx14/pac_s.jpg,,not_found_in_complete_directory; official_asset_head_200,2026-09-12T21:45:38+08:00,确认官方下架,完整官网目录扫描未收录；官网域名下对应历史封面仍返回图像，确认该作品曾有官方记录且现已从目录移除（未发现下架公告或原因）,有依据标下架
TBXX-19,TBXX-19,TBXX,asiamonstr; gap,TBXX-19 Heroine Sexual Harassment – Target Daytona Pink,,"January 6, 2015",,https://www.asiamonstr.com/giga/tbxx-19-heroine-sexual-harassment-target-daytona-pink-yurina-ayashiro.html,https://www.giga-web.jp/db_titles/tbxx/tbxx19/pac_s.jpg,,not_found_in_complete_directory; official_asset_head_200,2026-09-12T21:45:38+08:00,确认官方下架,完整官网目录扫描未收录；官网域名下对应历史封面仍返回图像，确认该作品曾有官方记录且现已从目录移除（未发现下架公告或原因）,有依据标下架
TBXX-9,TBXX-09,TBXX,asiamonstr; gap,"TBXX-09 What’s Your Job, Shizuku Hasegawa",,"March 12, 2014",,https://www.asiamonstr.com/giga/tbxx-09-what-s-your-job-shizuku-hasegawa.html,https://www.giga-web.jp/db_titles/tbxx/tbxx09/pac_s.jpg,,not_found_in_complete_directory; official_asset_head_200,2026-09-12T21:45:38+08:00,确认官方下架,完整官网目录扫描未收录；官网域名下对应历史封面仍返回图像，确认该作品曾有官方记录且现已从目录移除（未发现下架公告或原因）,有依据标下架
TCC-2,TCC-2,TCC,gap,,,,,,,,not_found_in_complete_directory,2026-09-12T17:52:16+08:00,无证据空号,仅由现有番号区间不连续产生，未找到存在记录,仍需核实
TDLN-1,TDLN-01; TDLN-1,TDLN,asiamonstr; official,TDLN-01 Heroine in Hell with Subjugation-Hungry Demon,2004-02-14,"December 24, 2017",,https://www.asiamonstr.com/giga/tdln-01-heroine-in-hell-with-subjugation-hungry-demon-kokoro-miyauti.html,https://www.giga-web.jp/product/index.php?product_id=2052,,confirmed,2026-09-12T17:52:16+08:00,确认漏收录,当前官方记录明确存在且线上目录未收录,可补录
TDLN-10,TDLN-10,TDLN,asiamonstr; official,TDLN-10 Woman combatant SP,2004-12-15,"February 3, 2014",,https://www.asiamonstr.com/giga/tdln-10-woman-combatant-sp-anri-mizuna.html,https://www.giga-web.jp/product/index.php?product_id=2060,,confirmed,2026-09-12T17:52:16+08:00,确认漏收录,当前官方记录明确存在且线上目录未收录,可补录
TDLN-11,TDLN-11,TDLN,official,スーパーヒロイン危機一髪!!ＳＰ２,2004-12-16,,,,https://www.giga-web.jp/product/index.php?product_id=2061,,confirmed,2026-09-12T17:52:16+08:00,确认漏收录,当前官方记录明确存在且线上目录未收录,可补录
TDLN-12,TDLN-12,TDLN,asiamonstr; official,TDLN-12 Heroine in Hell with Subjugation-Hungry Demon Vol.04,2004-12-17,"September 12, 2018",,https://www.asiamonstr.com/giga/tdln-12-heroine-in-hell-with-subjugation-hungry-demon-vol-04-sayo-yagami.html,https://www.giga-web.jp/product/index.php?product_id=2062,,confirmed,2026-09-12T17:52:16+08:00,确认漏收录,当前官方记录明确存在且线上目录未收录,可补录
TDLN-13,TDLN-13,TDLN,official,スーパーヒロイン電マ Vol.03,2004-12-17,,,,https://www.giga-web.jp/product/index.php?product_id=2063,,confirmed,2026-09-12T17:52:16+08:00,确认漏收录,当前官方记录明确存在且线上目录未收录,可补录
TDLN-130,TDLN-130,TDLN,gap,,,,,,,,not_found_in_complete_directory,2026-09-12T17:52:16+08:00,无证据空号,仅由现有番号区间不连续产生，未找到存在记录,仍需核实
TDLN-134,TDLN-134,TDLN,asiamonstr; gap,TDLN-134 Heroine Orgasm Face Hell,,"May 2, 2013",,https://www.asiamonstr.com/giga/tdln-134-heroine-orgasm-face-hell.html,https://www.giga-web.jp/db_titles/tdln/tdln134/pac_s.jpg,,not_found_in_complete_directory; official_asset_head_200,2026-09-12T21:45:38+08:00,确认官方下架,完整官网目录扫描未收录；官网域名下对应历史封面仍返回图像，确认该作品曾有官方记录且现已从目录移除（未发现下架公告或原因）,有依据标下架
TDLN-14,TDLN-14,TDLN,official,悪のスーパーヒロイン危機一髪!!ＳＰ２,2004-12-18,,,,https://www.giga-web.jp/product/index.php?product_id=2064,,confirmed,2026-09-12T17:52:16+08:00,确认漏收录,当前官方记录明确存在且线上目录未收录,可补录
TDLN-15,TDLN-15,TDLN,asiamonstr; official,TDLN-15 Super Heroine Electric Massage Torture Vol.04,2004-12-19,"September 15, 2018",,https://www.asiamonstr.com/giga/tdln-15-super-heroine-electric-massage-torture-vol-04-haruna-hosino-riko-tachibana.html,https://www.giga-web.jp/product/index.php?product_id=2065,,confirmed,2026-09-12T17:52:16+08:00,确认漏收录,当前官方记录明确存在且线上目录未收录,可补录
TDLN-16,TDLN-16,TDLN,asiamonstr; official,TDLN-16 Close call Super Heroine,2004-12-20,"April 15, 2013",,https://www.asiamonstr.com/giga/tdln-16-close-call-super-heroine-riko-tachibana.html,https://www.giga-web.jp/product/index.php?product_id=2067,,confirmed,2026-09-12T17:52:16+08:00,确认漏收录,当前官方记录明确存在且线上目录未收录,可补录
TDLN-17,TDLN-17,TDLN,asiamonstr; official,TDLN-17 Super-heroine near miss SP3 of evil,2004-12-21,"August 28, 2014",,https://www.asiamonstr.com/giga/tdln-17-super-heroine-near-miss-sp3-of-evil-anri-mizuna.html,https://www.giga-web.jp/product/index.php?product_id=2068,,confirmed,2026-09-12T17:52:16+08:00,确认漏收录,当前官方记录明确存在且线上目录未收录,可补录
TDLN-18,TDLN-18,TDLN,official,スーパーヒロイン危機一髪!!ＳＰ４,2004-12-22,,,,https://www.giga-web.jp/product/index.php?product_id=2069,,confirmed,2026-09-12T17:52:16+08:00,确认漏收录,当前官方记录明确存在且线上目录未收录,可补录
TDLN-19,TDLN-19,TDLN,asiamonstr; official,TDLN-19 HEROINE subjugation hungry demon hell Vol.05,2004-12-23,"September 16, 2018",,https://www.asiamonstr.com/giga/tdln-19-heroine-subjugation-hungry-demon-hell-vol-05.html,https://www.giga-web.jp/product/index.php?product_id=2070,,confirmed,2026-09-12T17:52:16+08:00,确认漏收录,当前官方记录明确存在且线上目录未收录,可补录
TDLN-2,TDLN-02; TDLN-2,TDLN,asiamonstr; official,TDLN-02 Super Heroine Electric Massage Torture Vol.01,2004-05-15,"December 25, 2017",,https://www.asiamonstr.com/giga/tdln-02-super-heroine-electric-massage-torture-vol-01-akane-yazaki-ray-himekawa.html,https://www.giga-web.jp/product/index.php?product_id=2053,,confirmed,2026-09-12T17:52:16+08:00,确认漏收录,当前官方记录明确存在且线上目录未收录,可补录
TDLN-20,TDLN-20,TDLN,official,スーパーヒロインこぶ縄Vol.01,2004-12-24,,,,https://www.giga-web.jp/product/index.php?product_id=2073,,confirmed,2026-09-12T17:52:16+08:00,确认漏收录,当前官方记录明确存在且线上目录未收录,可补录
TDLN-21,TDLN-21,TDLN,official,スーパーヒロイン電マ Vol.05,2004-12-25,,,,https://www.giga-web.jp/product/index.php?product_id=2074,,confirmed,2026-09-12T17:52:16+08:00,确认漏收录,当前官方记录明确存在且线上目录未收录,可补录
TDLN-22,TDLN-22,TDLN,official,スーパーヒロインキューティーバトルＳＰ,2004-12-26,,,,https://www.giga-web.jp/product/index.php?product_id=2075,,confirmed,2026-09-12T17:52:16+08:00,确认漏收录,当前官方记录明确存在且线上目录未收录,可补录
TDLN-23,TDLN-23,TDLN,asiamonstr; official,TDLN-23 Super-twilight girl heroine SP,2004-12-27,"July 14, 2022",,https://www.asiamonstr.com/giga/tdln-23-super-twilight-girl-heroine-sp.html,https://www.giga-web.jp/product/index.php?product_id=2076,,confirmed,2026-09-12T17:52:16+08:00,确认漏收录,当前官方记录明确存在且线上目录未收录,可补录
TDLN-24,TDLN-24,TDLN,asiamonstr; official,TDLN-24 Heroine subjugation hungry demon hell Vol.06,2004-12-27,"September 17, 2018",,https://www.asiamonstr.com/giga/tdln-24-heroine-subjugation-hungry-demon-hell-vol-06-miki-karasawa.html,https://www.giga-web.jp/product/index.php?product_id=2077,,confirmed,2026-09-12T17:52:16+08:00,确认漏收录,当前官方记录明确存在且线上目录未收录,可补录
TDLN-25,TDLN-25,TDLN,asiamonstr; official,TDLN-25 Hiroindomine-shon,2004-12-28,"June 14, 2013",,https://www.asiamonstr.com/giga/tdln-25-hiroindomine-shon.html,https://www.giga-web.jp/product/index.php?product_id=2078,,confirmed,2026-09-12T17:52:16+08:00,确认漏收录,当前官方记录明确存在且线上目录未收录,可补录
TDLN-26,TDLN-26,TDLN,official,スーパーヒロイン電マ Vol.06,2004-12-29,,,,https://www.giga-web.jp/product/index.php?product_id=2079,,confirmed,2026-09-12T17:52:16+08:00,确认漏收录,当前官方记录明确存在且线上目录未收录,可补录
TDLN-27,TDLN-27,TDLN,asiamonstr; official,TDLN-27 Super-heroine near miss of evil SP4,2004-12-30,"April 24, 2013",,https://www.asiamonstr.com/giga/tdln-27-super-heroine-near-miss-of-evil-sp4-komine-yui.html,https://www.giga-web.jp/product/index.php?product_id=2080,,confirmed,2026-09-12T17:52:16+08:00,确认漏收录,当前官方记录明确存在且线上目录未收录,可补录
TDLN-28,TDLN-28,TDLN,asiamonstr; official,TDLN-28 Superheroine Body Blow 2,2004-12-31,"June 27, 2014",,https://www.asiamonstr.com/giga/tdln-28-superheroine-body-blow-2-yuduki-hikaru.html,https://www.giga-web.jp/product/index.php?product_id=2081,,confirmed,2026-09-12T17:52:16+08:00,确认漏收录,当前官方记录明确存在且线上目录未收录,可补录
TDLN-29,TDLN-29,TDLN,asiamonstr; official,TDLN-29 Super-heroine misasagikatajikena SP1,2005-01-01,"October 14, 2013",,https://www.asiamonstr.com/giga/tdln-29-super-heroine-misasagikatajikena-sp1-mao-saito-sarina.html,https://www.giga-web.jp/product/index.php?product_id=2082,,confirmed,2026-09-12T17:52:16+08:00,确认漏收录,当前官方记录明确存在且线上目录未收录,可补录
TDLN-3,TDLN-3,TDLN,official,スーパーヒロインボディーブロー,2004-06-15,,,,https://www.giga-web.jp/product/index.php?product_id=2054,,confirmed,2026-09-12T17:52:16+08:00,确认漏收录,当前官方记录明确存在且线上目录未收录,可补录
TDLN-30,TDLN-30,TDLN,official,スーパーヒロイン危機一髪!!ＳＰ５,2005-01-02,,,,https://www.giga-web.jp/product/index.php?product_id=2083,,confirmed,2026-09-12T17:52:16+08:00,确认漏收录,当前官方记录明确存在且线上目录未收录,可补录
TDLN-31,TDLN-31,TDLN,asiamonstr; official,TDLN-31 Super-heroine misasagikatajikena SP2,2005-01-03,"October 18, 2013",,https://www.asiamonstr.com/giga/tdln-31-super-heroine-misasagikatajikena-sp2-yuri-shirayama-sumire.html,https://www.giga-web.jp/product/index.php?product_id=2084,,confirmed,2026-09-12T17:52:16+08:00,确认漏收录,当前官方记录明确存在且线上目录未收录,可补录
TDLN-32,TDLN-32,TDLN,official,スーパーヒロイン危機一髪!!ＳＰ６,2005-01-03,,,,https://www.giga-web.jp/product/index.php?product_id=2085,,confirmed,2026-09-12T17:52:16+08:00,确认漏收录,当前官方记录明确存在且线上目录未收录,可补录
TDLN-33,TDLN-33,TDLN,official,スーパーヒロインこぶ縄Vol.02,2005-01-04,,,,https://www.giga-web.jp/product/index.php?product_id=2086,,confirmed,2026-09-12T17:52:16+08:00,确认漏收录,当前官方记录明确存在且线上目录未收录,可补录
TDLN-34,TDLN-34,TDLN,asiamonstr; official,TDLN-34 Heroine subjugation hungry demon hell 7,2005-01-05,"September 18, 2018",,https://www.asiamonstr.com/giga/tdln-34-heroine-subjugation-hungry-demon-hell-7-kaede-kyomoto.html,https://www.giga-web.jp/product/index.php?product_id=2087,,confirmed,2026-09-12T17:52:16+08:00,确认漏收录,当前官方记录明确存在且线上目录未收录,可补录
TDLN-36,TDLN-36,TDLN,asiamonstr; official,TDLN-36 Super-heroine misasagikatajikena SP3,2005-01-07,"October 26, 2013",,https://www.asiamonstr.com/giga/tdln-36-super-heroine-misasagikatajikena-sp3-misaki-aso-manami-tsuruse.html,https://www.giga-web.jp/product/index.php?product_id=2089,,confirmed,2026-09-12T17:52:16+08:00,确认漏收录,当前官方记录明确存在且线上目录未收录,可补录
TDLN-37,TDLN-37,TDLN,asiamonstr,TDLN-37 Hiroindomine-shon Vol.02,,"July 10, 2013",,https://www.asiamonstr.com/giga/tdln-37-hiroindomine-shon-vol-02-arisa-hinata.html,,,not_found_in_complete_directory,2026-09-12T17:52:16+08:00,历史条目，状态待核实,外部或历史来源明确记载，但当前官方状态未获确认,仍需核实
TDLN-38,TDLN-38,TDLN,asiamonstr; official,TDLN-38 Super-heroine misasagikatajikena SP4,2005-01-09,"November 9, 2013",,https://www.asiamonstr.com/giga/tdln-38-super-heroine-misasagikatajikena-sp4-kozue-ikeda-aki-yatou.html,https://www.giga-web.jp/product/index.php?product_id=2091,,confirmed,2026-09-12T17:52:16+08:00,确认漏收录,当前官方记录明确存在且线上目录未收录,可补录
TDLN-39,TDLN-39,TDLN,asiamonstr; official,TDLN-39 Super-heroine near miss SP7,2005-01-10,"September 19, 2018",,https://www.asiamonstr.com/giga/tdln-39-super-heroine-near-miss-sp7-riku-shiina.html,https://www.giga-web.jp/product/index.php?product_id=2092,,confirmed,2026-09-12T17:52:16+08:00,确认漏收录,当前官方记录明确存在且线上目录未收录,可补录
TDLN-4,TDLN-04; TDLN-4,TDLN,asiamonstr; official,TDLN-04 Heroine in Hell with Subjugation-Hungry Demon 2,2004-07-15,"September 10, 2018",,https://www.asiamonstr.com/giga/tdln-04-heroine-in-hell-with-subjugation-hungry-demon-2-tomoe-obata.html,https://www.giga-web.jp/product/index.php?product_id=2055,,confirmed,2026-09-12T17:52:16+08:00,确认漏收录,当前官方记录明确存在且线上目录未收录,可补录
TDLN-40,TDLN-40,TDLN,asiamonstr; official,TDLN-40 Heroine subjugation hungry demon hell 8,2005-01-11,"September 20, 2018",,https://www.asiamonstr.com/giga/tdln-40-heroine-subjugation-hungry-demon-hell-8-riku-shiina.html,https://www.giga-web.jp/product/index.php?product_id=2093,,confirmed,2026-09-12T17:52:16+08:00,确认漏收录,当前官方记录明确存在且线上目录未收录,可补录
TDLN-41,TDLN-41,TDLN,asiamonstr,TDLN-41 Super Heroine Insult SP5,,"November 15, 2013",,https://www.asiamonstr.com/giga/tdln-41-super-heroine-misasagikatajikena-sp5-mio-ando-arisa-hinata.html,,,not_found_in_complete_directory,2026-09-12T17:52:16+08:00,历史条目，状态待核实,外部或历史来源明确记载，但当前官方状态未获确认,仍需核实
TDLN-43,TDLN-43,TDLN,asiamonstr; official,TDLN-43 Super Heroine Misasagikatajikena SP6,2005-01-14,"November 22, 2013",,https://www.asiamonstr.com/giga/tdln-43-super-heroine-misasagikatajikena-sp6-yume-nomura-mahiru-sakuraza.html,https://www.giga-web.jp/product/index.php?product_id=2096,,confirmed,2026-09-12T17:52:16+08:00,确认漏收录,当前官方记录明确存在且线上目录未收录,可补录
TDLN-44,TDLN-44,TDLN,official,スーパーヒロイン電マ８,2005-01-15,,,,https://www.giga-web.jp/product/index.php?product_id=2097,,confirmed,2026-09-12T17:52:16+08:00,确认漏收录,当前官方记录明确存在且线上目录未收录,可补录
TDLN-45,TDLN-45,TDLN,asiamonstr; official,TDLN-45 Super Heroine Insult Special 07,2007-05-01,"November 29, 2013",,https://www.asiamonstr.com/giga/tdln-45-super-heroine-insult-special-07-chinatu-uehara-karin-sakurai.html,https://www.giga-web.jp/product/index.php?product_id=1216,,confirmed,2026-09-12T17:52:16+08:00,确认漏收录,当前官方记录明确存在且线上目录未收录,可补录
TDLN-46,TDLN-46,TDLN,asiamonstr; official,TDLN-46 Heroine subjugation hungry demon hell 9,2005-01-16,"September 21, 2018",,https://www.asiamonstr.com/giga/tdln-46-heroine-subjugation-hungry-demon-hell-9-chinatu-uehara.html,https://www.giga-web.jp/product/index.php?product_id=2098,,confirmed,2026-09-12T17:52:16+08:00,确认漏收录,当前官方记录明确存在且线上目录未收录,可补录
TDLN-47,TDLN-47,TDLN,asiamonstr; official,TDLN-47 Heroine subjugation hungry demon hell 10,2005-02-16,"February 3, 2014",,https://www.asiamonstr.com/giga/tdln-47-heroine-subjugation-hungry-demon-hell-10-chinatu-uehara.html,https://www.giga-web.jp/product/index.php?product_id=2099,,confirmed,2026-09-12T17:52:16+08:00,确认漏收录,当前官方记录明确存在且线上目录未收录,可补录
TDLN-48,TDLN-48,TDLN,asiamonstr; official,TDLN-48 Super Heroine Insult Special 08,2007-05-03,"December 3, 2013",,https://www.asiamonstr.com/giga/tdln-048-super-heroine-insult-special-08-yuki-ichinose-yuria-hidaka.html,https://www.giga-web.jp/product/index.php?product_id=1218,,confirmed,2026-09-12T17:52:16+08:00,确认漏收录,当前官方记录明确存在且线上目录未收录,可补录
